   j      e(j)         levid         stwt


  1.1775E-15 9.4929E-16 5.7429E-16 4.4817E-16 3.4830E-16 2.5470E-16 1.9535E-16
  1.4941E-16 1.1410E-16 8.7080E-17 6.6500E-17 5.0830E-17 3.8913E-17 2.9893E-17
  2.3045E-17 1.7849E-17 1.3904E-17 1.0901E-17 8.6108E-18 6.8550E-18 5.5038E-18
  4.4582E-18 3.6455E-18 3.0058E-18 2.5024E-18 2.1002E-18 1.7762E-18 1.5134E-18
 30210701.0520 -4.0265E-02  1.3410E-13  1.1949E-13  1.0647E-13  9.4868E-14
  8.4520E-14 7.5294E-14 6.7067E-14 5.9730E-14 5.3186E-14 4.7348E-14 4.2138E-14
  3.7488E-14 3.3335E-14 2.9625E-14 2.6309E-14 2.3344E-14 2.0689E-14 1.8311E-14
  1.6178E-14 1.4264E-14 1.2544E-14 1.0997E-14 9.6054E-15 8.3533E-15 7.2276E-15
  6.2174E-15 5.3137E-15 4.5086E-15 3.7951E-15 3.1672E-15 2.6191E-15 2.1457E-15
  1.7469E-15 1.4430E-15 1.2953E-15 1.3936E-15 1.7903E-15 2.4329E-15 3.1639E-15
  3.7901E-15 4.1655E-15 4.2327E-15 4.0239E-15 3.6178E-15 3.1054E-15 2.5688E-15
  2.0619E-15 1.6139E-15 1.2389E-15 9.3625E-16 6.9920E-16 5.1710E-16 3.7913E-16
  2.7653E-16 2.0078E-16 1.4325E-16 1.0309E-16 7.4017E-17 5.2885E-17 3.7826E-17
  2.7025E-17 1.9293E-17 1.3767E-17 9.8212E-18 7.0059E-18 4.9985E-18 3.5679E-18
  2.5483E-18 1.8218E-18 1.3041E-18 9.3499E-19 6.7174E-19 4.8384E-19 3.4960E-19
  2.5357E-19 1.8479E-19 1.3541E-19 9.9891E-20 7.4254E-20 5.5681E-20 4.2171E-20
 30210701.0620 -2.7939E-02  8.4605E-14  7.5391E-14  6.7178E-14  5.9856E-14
  5.3328E-14 4.7507E-14 4.2317E-14 3.7689E-14 3.3560E-14 2.9877E-14 2.6590E-14
  2.3656E-14 2.1036E-14 1.8696E-14 1.6604E-14 1.4732E-14 1.3057E-14 1.1557E-14
  1.0211E-14 9.0025E-15 7.9167E-15 6.9400E-15 6.0610E-15 5.2701E-15 4.5593E-15
  3.9219E-15 3.3520E-15 2.8445E-15 2.3950E-15 1.9993E-15 1.6538E-15 1.3553E-15
  1.1038E-15 9.1281E-16 8.2475E-16 9.0566E-16 1.2024E-15 1.6922E-15 2.2718E-15
  2.7984E-15 3.1503E-15 3.2670E-15 3.1585E-15 2.8789E-15 2.4988E-15 2.0851E-15
  1.6847E-15 1.3257E-15 1.0217E-15 7.7430E-16 5.7922E-16 4.2873E-16 3.1452E-16
  2.2932E-16 1.6634E-16 1.1921E-16 8.5719E-17 6.1478E-17 4.3925E-17 3.1378E-17
  2.2386E-17 1.5956E-17 1.1365E-17 8.0915E-18 5.7592E-18 4.0988E-18 2.9175E-18
  2.0771E-18 1.4795E-18 1.0546E-18 7.5239E-19 5.3744E-19 3.8450E-19 2.7561E-19
  1.9804E-19 1.4274E-19 1.0325E-19 7.5027E-20 5.4810E-20 4.0293E-20 2.9843E-20
 30210701.0720 -2.0512E-02  5.6452E-14  5.0304E-14  4.4824E-14  3.9939E-14
  3.5583E-14 3.1699E-14 2.8236E-14 2.5148E-14 2.2393E-14 1.9935E-14 1.7742E-14
  1.5784E-14 1.4036E-14 1.2474E-14 1.1077E-14 9.8283E-15 8.7101E-15 7.7081E-15
  6.8093E-15 6.0023E-15 5.2770E-15 4.6245E-15 4.0374E-15 3.5091E-15 3.0346E-15
  2.6092E-15 2.2292E-15 1.8910E-15 1.5915E-15 1.3281E-15 1.0983E-15 8.9986E-16
  7.3365E-16 6.1287E-16 5.7767E-16 6.9138E-16 1.0009E-15 1.4881E-15 2.0583E-15
  2.5774E-15 2.9295E-15 3.0566E-15 2.9667E-15 2.7112E-15 2.3577E-15 1.9696E-15
  1.5925E-15 1.2538E-15 9.6653E-16 7.3252E-16 5.4781E-16 4.0530E-16 2.9720E-16
  2.1653E-16 1.5692E-16 1.1266E-16 8.0962E-17 5.8023E-17 4.1449E-17 2.9586E-17
  2.1091E-17 1.5020E-17 1.0688E-17 7.6015E-18 5.4042E-18 3.8413E-18 2.7302E-18
  1.9407E-18 1.3797E-18 9.8133E-19 6.9836E-19 4.9736E-19 3.5456E-19 2.5309E-19
  1.8095E-19 1.2963E-19 9.3101E-20 6.7076E-20 4.8508E-20 3.5240E-20 2.5742E-20
 30210701.0820 -1.5695E-02  3.9534E-14  3.5228E-14  3.1390E-14  2.7968E-14
  2.4918E-14 2.2197E-14 1.9771E-14 1.7608E-14 1.5678E-14 1.3956E-14 1.2420E-14
  1.1049E-14 9.8239E-15 8.7296E-15 7.7513E-15 6.8760E-15 6.0924E-15 5.3901E-15
  4.7602E-15 4.1945E-15 3.6860E-15 3.2287E-15 2.8172E-15 2.4472E-15 2.1150E-15
  1.8174E-15 1.5518E-15 1.3156E-15 1.1066E-15 9.2301E-16 7.6291E-16 6.2558E-16
  5.1847E-16 4.8540E-16 6.4750E-16 1.1848E-15 2.2075E-15 3.6191E-15 5.1194E-15
  6.3520E-15 7.0668E-15 7.1926E-15 6.8123E-15 6.0883E-15 5.1929E-15 4.2665E-15
  3.4017E-15 2.6477E-15 2.0216E-15 1.5201E-15 1.1292E-15 8.3074E-16 6.0639E-16
  4.3997E-16 3.1768E-16 2.2811E-16 1.6352E-16 1.1694E-16 8.3428E-17 5.9449E-17
  4.2310E-17 3.0084E-17 2.1375E-17 1.5178E-17 1.0773E-17 7.6443E-18 5.4230E-18
  3.8466E-18 2.7284E-18 1.9353E-18 1.3729E-18 9.7410E-19 6.9136E-19 4.9089E-19
  3.4874E-19 2.4792E-19 1.7641E-19 1.2566E-19 8.9641E-20 6.4056E-20 4.5874E-20
 30210701.0920 -1.2395E-02  2.8775E-14  2.5642E-14  2.2848E-14  2.0358E-14
  1.8137E-14 1.6157E-14 1.4392E-14 1.2817E-14 1.1412E-14 1.0159E-14 9.0398E-15
  8.0409E-15 7.1488E-15 6.3515E-15 5.6386E-15 5.0007E-15 4.4295E-15 3.9175E-15
  3.4582E-15 3.0458E-15 2.6752E-15 2.3418E-15 2.0421E-15 1.7726E-15 1.5309E-15
  1.3146E-15 1.1217E-15 9.5031E-16 7.9889E-16 6.6593E-16 5.5009E-16 4.5019E-16
  3.6582E-16 3.0025E-16 2.6532E-16 2.8294E-16 3.7652E-16 5.5418E-16 7.9429E-16
  1.0467E-15 1.2525E-15 1.3682E-15 1.3804E-15 1.3022E-15 1.1618E-15 9.9063E-16
  8.1412E-16 6.4931E-16 5.0566E-16 3.8633E-16 2.9075E-16 2.1618E-16 1.5914E-16
  1.1629E-16 8.4468E-17 6.0795E-17 4.3749E-17 3.1387E-17 2.2443E-17 1.6029E-17
  1.1431E-17 8.1428E-18 5.7953E-18 4.1218E-18 2.9302E-18 2.0825E-18 1.4798E-18
  1.0515E-18 7.4728E-19 5.3123E-19 3.7781E-19 2.6886E-19 1.9149E-19 1.3653E-19
  9.7481E-20 6.9722E-20 4.9974E-20 3.5918E-20 2.5900E-20 1.8751E-20 1.3641E-20
 30210701.1020 -1.0036E-02  2.1643E-14  1.9286E-14  1.7185E-14  1.5312E-14
  1.3642E-14 1.2152E-14 1.0824E-14 9.6386E-15 8.5814E-15 7.6379E-15 6.7958E-15
  6.0438E-15 5.3721E-15 4.7718E-15 4.2350E-15 3.7547E-15 3.3245E-15 2.9389E-15
  2.5930E-15 2.2824E-15 2.0034E-15 1.7526E-15 1.5271E-15 1.3246E-15 1.1431E-15
  9.8087E-16 8.3632E-16 7.0807E-16 5.9486E-16 4.9556E-16 4.0914E-16 3.3477E-16
  2.7311E-16 2.3171E-16 2.3543E-16 3.3374E-16 5.9075E-16 1.0495E-15 1.6847E-15
  2.3851E-15 2.9954E-15 3.3856E-15 3.5008E-15 3.3627E-15 3.0409E-15 2.6190E-15
  2.1685E-15 1.7395E-15 1.3605E-15 1.0428E-15 7.8648E-16 5.8561E-16 4.3156E-16
  3.1548E-16 2.2915E-16 1.6539E-16 1.1900E-16 8.5347E-17 6.1037E-17 4.3571E-17
  3.1053E-17 2.2103E-17 1.5717E-17 1.1167E-17 7.9291E-18 5.6276E-18 3.9928E-18
  2.8322E-18 2.0086E-18 1.4244E-18 1.0101E-18 7.1641E-19 5.0817E-19 3.6054E-19
  2.5589E-19 1.8170E-19 1.2910E-19 9.1794E-20 6.5334E-20 4.6558E-20 3.3228E-20
 30300701.0430 -6.2537E-02  1.6283E-13  1.4505E-13  1.2920E-13  1.1507E-13
  1.0246E-13 9.1210E-14 8.1171E-14 7.2210E-14 6.4208E-14 5.7060E-14 5.0671E-14
  4.4956E-14 3.9842E-14 3.5260E-14 3.1153E-14 2.7467E-14 2.4155E-14 2.1179E-14
  1.8501E-14 1.6093E-14 1.3927E-14 1.1982E-14 1.0240E-14 8.6862E-15 7.3067E-15
  6.0907E-15 5.0279E-15 4.1080E-15 3.3208E-15 2.6553E-15 2.1001E-15 1.6431E-15
  1.2729E-15 9.8022E-16 7.6075E-16 6.1278E-16 5.3010E-16 4.9621E-16 4.8698E-16
  4.7957E-16 4.5968E-16 4.2326E-16 3.7363E-16 3.1722E-16 2.6036E-16 2.0772E-16
  1.6189E-16 1.2379E-16 9.3211E-17 6.9321E-17 5.1047E-17 3.7294E-17 2.7072E-17
  1.9555E-17 1.4069E-17 1.0079E-17 7.2085E-18 5.1452E-18 3.6658E-18 2.6090E-18
  1.8549E-18 1.3178E-18 9.3561E-19 6.6395E-19 4.7099E-19 3.3402E-19 2.3684E-19
  1.6791E-19 1.1903E-19 8.4383E-20 5.9823E-20 4.2416E-20 3.0079E-20 2.1336E-20
  1.5140E-20 1.0747E-20 7.6338E-21 5.4263E-21 3.8607E-21 2.7499E-21 1.9616E-21
 30300701.0530 -4.0023E-02  1.4330E-13  1.2766E-13  1.1371E-13  1.0127E-13
  9.0177E-14 8.0278E-14 7.1444E-14 6.3559E-14 5.6518E-14 5.0228E-14 4.4606E-14
  3.9578E-14 3.5077E-14 3.1046E-14 2.7431E-14 2.4187E-14 2.1273E-14 1.8654E-14
  1.6297E-14 1.4177E-14 1.2270E-14 1.0558E-14 9.0234E-15 7.6543E-15 6.4388E-15
  5.3671E-15 4.4303E-15 3.6194E-15 2.9255E-15 2.3389E-15 1.8495E-15 1.4467E-15
  1.1199E-15 8.5944E-16 6.5721E-16 5.0687E-16 4.0141E-16 3.3116E-16 2.8440E-16
  2.5008E-16 2.2037E-16 1.9142E-16 1.6248E-16 1.3439E-16 1.0838E-16 8.5463E-17
  6.6087E-17 5.0259E-17 3.7706E-17 2.7976E-17 2.0575E-17 1.5023E-17 1.0903E-17
  7.8790E-18 5.6734E-18 4.0519E-18 2.9001E-18 2.0719E-18 1.4763E-18 1.0518E-18
  7.4862E-19 5.3250E-19 3.7859E-19 2.6908E-19 1.9120E-19 1.3586E-19 9.6541E-20
  6.8614E-20 4.8781E-20 3.4697E-20 2.4696E-20 1.7592E-20 1.2545E-20 8.9587E-21
  6.4085E-21 4.5943E-21 3.3023E-21 2.3816E-21 1.7244E-21 1.2545E-21 9.1798E-22
 30300701.0630 -2.7792E-02  1.0687E-13  9.5201E-14  8.4800E-14  7.5523E-14
  6.7249E-14 5.9867E-14 5.3279E-14 4.7399E-14 4.2148E-14 3.7457E-14 3.3264E-14
  2.9514E-14 2.6158E-14 2.3151E-14 2.0455E-14 1.8035E-14 1.5862E-14 1.3907E-14
  1.2149E-14 1.0567E-14 9.1443E-15 7.8665E-15 6.7218E-15 5.7002E-15 4.7935E-15
  3.9942E-15 3.2957E-15 2.6914E-15 2.1744E-15 1.7377E-15 1.3735E-15 1.0740E-15
  8.3186E-16 6.4279E-16 5.0868E-16 4.3590E-16 4.2506E-16 4.6131E-16 5.1628E-16
  5.6036E-16 5.7450E-16 5.5396E-16 5.0500E-16 4.3871E-16 3.6615E-16 2.9579E-16
  2.3271E-16 1.7922E-16 1.3569E-16 1.0135E-16 7.4884E-17 5.4854E-17 3.9902E-17
  2.8871E-17 2.0799E-17 1.4913E-17 1.0675E-17 7.6248E-18 5.4352E-18 3.8700E-18
  2.7525E-18 1.9560E-18 1.3891E-18 9.8601E-19 6.9960E-19 4.9624E-19 3.5192E-19
  2.4954E-19 1.7694E-19 1.2546E-19 8.8963E-20 6.3093E-20 4.4756E-20 3.1758E-20
  2.2544E-20 1.6012E-20 1.1380E-20 8.0953E-21 5.7650E-21 4.1111E-21 2.9367E-21
 30300701.0730 -2.0417E-02  7.8305E-14  6.9759E-14  6.2137E-14  5.5340E-14
  4.9276E-14 4.3867E-14 3.9039E-14 3.4730E-14 3.0882E-14 2.7444E-14 2.4371E-14
  2.1622E-14 1.9161E-14 1.6957E-14 1.4981E-14 1.3206E-14 1.1613E-14 1.0179E-14
  8.8899E-15 7.7297E-15 6.6864E-15 5.7495E-15 4.9104E-15 4.1619E-15 3.4978E-15
  2.9129E-15 2.4020E-15 1.9603E-15 1.5828E-15 1.2641E-15 9.9861E-16 7.8040E-16
  6.0360E-16 4.6282E-16 3.5378E-16 2.7318E-16 2.1752E-16 1.8168E-16 1.5904E-16
  1.4311E-16 1.2909E-16 1.1454E-16 9.9031E-17 8.3179E-17 6.7933E-17 5.4121E-17
  4.2200E-17 3.2309E-17 2.4369E-17 1.8158E-17 1.3401E-17 9.8118E-18 7.1363E-18
  5.1660E-18 3.7251E-18 2.6632E-18 1.9078E-18 1.3639E-18 9.7239E-19 6.9305E-19
  4.9348E-19 3.5111E-19 2.4968E-19 1.7749E-19 1.2614E-19 8.9637E-20 6.3701E-20
  4.5277E-20 3.2192E-20 2.2899E-20 1.6299E-20 1.1611E-20 8.2806E-21 5.9136E-21
  4.2305E-21 3.0331E-21 2.1803E-21 1.5725E-21 1.1387E-21 8.2857E-22 6.0638E-22
 30300701.0830 -1.5631E-02  5.8223E-14  5.1867E-14  4.6199E-14  4.1143E-14
  3.6633E-14 3.2610E-14 2.9019E-14 2.5814E-14 2.2952E-14 2.0395E-14 1.8109E-14
  1.6064E-14 1.4234E-14 1.2594E-14 1.1123E-14 9.8032E-15 8.6172E-15 7.5508E-15
  6.5914E-15 5.7282E-15 4.9522E-15 4.2557E-15 3.6321E-15 3.0763E-15 2.5835E-15
  2.1498E-15 1.7715E-15 1.4447E-15 1.1657E-15 9.3034E-16 7.3448E-16 5.7365E-16
  4.4348E-16 3.4005E-16 2.6043E-16 2.0264E-16 1.6437E-16 1.4168E-16 1.2900E-16
  1.2065E-16 1.1243E-16 1.0232E-16 9.0162E-17 7.6807E-17 6.3395E-17 5.0905E-17
  3.9929E-17 3.0709E-17 2.3242E-17 1.7364E-17 1.2839E-17 9.4133E-18 6.8536E-18
  4.9646E-18 3.5812E-18 2.5639E-18 1.8370E-18 1.3134E-18 9.3655E-19 6.6745E-19
  4.7516E-19 3.3800E-19 2.4029E-19 1.7075E-19 1.2130E-19 8.6153E-20 6.1189E-20
  4.3462E-20 3.0877E-20 2.1943E-20 1.5601E-20 1.1099E-20 7.9031E-21 5.6333E-21
  4.0208E-21 2.8749E-21 2.0598E-21 1.4797E-21 1.0665E-21 7.7161E-22 5.6093E-22
 30300701.0930 -1.2350E-02  4.4208E-14  3.9382E-14  3.5079E-14  3.1241E-14
  2.7816E-14 2.4760E-14 2.2033E-14 1.9598E-14 1.7423E-14 1.5480E-14 1.3742E-14
  1.2188E-14 1.0797E-14 9.5506E-15 8.4326E-15 7.4290E-15 6.5273E-15 5.7165E-15
  4.9872E-15 4.3313E-15 3.7419E-15 3.2131E-15 2.7401E-15 2.3189E-15 1.9458E-15
  1.6178E-15 1.3320E-15 1.0854E-15 8.7515E-16 6.9800E-16 5.5071E-16 4.2987E-16
  3.3211E-16 2.5423E-16 1.9351E-16 1.4770E-16 1.1470E-16 9.2138E-17 7.7174E-17
  6.6931E-17 5.9020E-17 5.1896E-17 4.4889E-17 3.7927E-17 3.1235E-17 2.5109E-17
  1.9748E-17 1.5236E-17 1.1569E-17 8.6699E-18 6.4291E-18 4.7262E-18 3.4487E-18
  2.5034E-18 1.8093E-18 1.2950E-18 9.2909E-19 6.6505E-19 4.7455E-19 3.3852E-19
  2.4122E-19 1.7173E-19 1.2220E-19 8.6909E-20 6.1796E-20 4.3935E-20 3.1238E-20
  2.2215E-20 1.5803E-20 1.1248E-20 8.0119E-21 5.7121E-21 4.0774E-21 2.9151E-21
  2.0881E-21 1.4994E-21 1.0799E-21 7.8059E-22 5.6675E-22 4.1367E-22 3.0384E-22
 30300701.1030 -1.0003E-02  3.4310E-14  3.0565E-14  2.7224E-14  2.4244E-14
  2.1585E-14 1.9212E-14 1.7094E-14 1.5203E-14 1.3514E-14 1.2005E-14 1.0656E-14
  9.4487E-15 8.3678E-15 7.3991E-15 6.5303E-15 5.7503E-15 5.0495E-15 4.4195E-15
  3.8530E-15 3.3437E-15 2.8863E-15 2.4763E-15 2.1099E-15 1.7839E-15 1.4956E-15
  1.2424E-15 1.0221E-15 8.3220E-16 6.7048E-16 5.3439E-16 4.2136E-16 3.2872E-16
  2.5385E-16 1.9435E-16 1.4833E-16 1.1467E-16 9.2876E-17 8.2243E-17 8.0827E-17
  8.4979E-17 9.0224E-17 9.2838E-17 9.0955E-17 8.4586E-17 7.4960E-17 6.3713E-17
  5.2287E-17 4.1684E-17 3.2459E-17 2.4799E-17 1.8660E-17 1.3870E-17 1.0208E-17
  7.4557E-18 5.4116E-18 3.9025E-18 2.8068E-18 2.0125E-18 1.4389E-18 1.0270E-18
  7.3187E-19 5.2092E-19 3.7041E-19 2.6319E-19 1.8690E-19 1.3267E-19 9.4140E-20
  6.6788E-20 4.7378E-20 3.3608E-20 2.3841E-20 1.6916E-20 1.2005E-20 8.5224E-21
  6.0532E-21 4.3021E-21 3.0600E-21 2.1788E-21 1.5533E-21 1.1092E-21 7.9368E-22
 30410701.0540 -4.0003E-02  7.7982E-14  6.9443E-14  6.1825E-14  5.5028E-14
  4.8961E-14 4.3543E-14 3.8703E-14 3.4378E-14 3.0509E-14 2.7048E-14 2.3947E-14
  2.1168E-14 1.8674E-14 1.6435E-14 1.4422E-14 1.2610E-14 1.0980E-14 9.5139E-15
  8.1959E-15 7.0139E-15 5.9574E-15 5.0179E-15 4.1878E-15 3.4606E-15 2.8297E-15
  2.2885E-15 1.8301E-15 1.4471E-15 1.1315E-15 8.7508E-16 6.6975E-16 5.0758E-16
  3.8119E-16 2.8398E-16 2.1027E-16 1.5532E-16 1.1510E-16 8.6112E-17 6.5296E-17
  5.0163E-17 3.8875E-17 3.0201E-17 2.3394E-17 1.7996E-17 1.3715E-17 1.0355E-17
  7.7469E-18 5.7431E-18 4.2262E-18 3.0904E-18 2.2494E-18 1.6305E-18 1.1769E-18
  8.4801E-19 6.0992E-19 4.3159E-19 3.0878E-19 2.2070E-19 1.5710E-19 1.1207E-19
  7.9905E-20 5.6958E-20 4.0600E-20 2.8943E-20 2.0637E-20 1.4722E-20 1.0509E-20
  7.5078E-21 5.3698E-21 3.8463E-21 2.7600E-21 1.9851E-21 1.4317E-21 1.0361E-21
  7.5298E-22 5.4999E-22 4.0406E-22 2.9899E-22 2.2303E-22 1.6789E-22 1.2770E-22
 30410701.0640 -2.7780E-02  8.8853E-14  7.9124E-14  7.0444E-14  6.2699E-14
  5.5785E-14 4.9612E-14 4.4098E-14 3.9170E-14 3.4764E-14 3.0820E-14 2.7288E-14
  2.4122E-14 2.1281E-14 1.8730E-14 1.6436E-14 1.4372E-14 1.2515E-14 1.0844E-14
  9.3416E-15 7.9945E-15 6.7905E-15 5.7196E-15 4.7734E-15 3.9443E-15 3.2250E-15
  2.6081E-15 2.0855E-15 1.6489E-15 1.2891E-15 9.9690E-16 7.6291E-16 5.7812E-16
  4.3413E-16 3.2346E-16 2.3975E-16 1.7777E-16 1.3304E-16 1.0146E-16 7.9225E-17
  6.3149E-17 5.0908E-17 4.1069E-17 3.2879E-17 2.5992E-17 2.0250E-17 1.5549E-17
  1.1779E-17 8.8174E-18 6.5336E-18 4.8002E-18 3.5023E-18 2.5407E-18 1.8344E-18
  1.3196E-18 9.4648E-19 6.7575E-19 4.8242E-19 3.4387E-19 2.4469E-19 1.7402E-19
  1.2366E-19 8.7827E-20 6.2348E-20 4.4246E-20 3.1392E-20 2.2269E-20 1.5796E-20
  1.1205E-20 7.9484E-21 5.6394E-21 4.0021E-21 2.8411E-21 2.0178E-21 1.4339E-21
  1.0198E-21 7.2595E-22 5.1738E-22 3.6931E-22 2.6410E-22 1.8930E-22 1.3608E-22
 30410701.0740 -2.0410E-02  7.8162E-14  6.9604E-14  6.1969E-14  5.5156E-14
  4.9074E-14 4.3644E-14 3.8793E-14 3.4458E-14 3.0581E-14 2.7112E-14 2.4004E-14
  2.1219E-14 1.8720E-14 1.6475E-14 1.4457E-14 1.2641E-14 1.1007E-14 9.5364E-15
  8.2148E-15 7.0294E-15 5.9699E-15 5.0276E-15 4.1951E-15 3.4658E-15 2.8331E-15
  2.2906E-15 1.8312E-15 1.4475E-15 1.1314E-15 8.7471E-16 6.6926E-16 5.0705E-16
  3.8068E-16 2.8344E-16 2.0952E-16 1.5399E-16 1.1274E-16 8.2394E-17 6.0232E-17
  4.4089E-17 3.2317E-17 2.3703E-17 1.7375E-17 1.2713E-17 9.2774E-18 6.7483E-18
  4.8918E-18 3.5339E-18 2.5449E-18 1.8276E-18 1.3092E-18 9.3600E-19 6.6795E-19
  4.7601E-19 3.3884E-19 2.4069E-19 1.7100E-19 1.2142E-19 8.6143E-20 6.1106E-20
  4.3332E-20 3.0720E-20 2.1775E-20 1.5433E-20 1.0937E-20 7.7501E-21 5.4918E-21
  3.8917E-21 2.7579E-21 1.9546E-21 1.3855E-21 9.8224E-22 6.9653E-22 4.9409E-22
  3.5063E-22 2.4895E-22 1.7687E-22 1.2576E-22 8.9515E-23 6.3796E-23 4.5538E-23
 30410701.0840 -1.5626E-02  6.4095E-14  5.7077E-14  5.0817E-14  4.5230E-14
  4.0243E-14 3.5790E-14 3.1812E-14 2.8256E-14 2.5077E-14 2.2231E-14 1.9682E-14
  1.7398E-14 1.5347E-14 1.3506E-14 1.1850E-14 1.0360E-14 9.0197E-15 7.8133E-15
  6.7291E-15 5.7567E-15 4.8876E-15 4.1149E-15 3.4324E-15 2.8347E-15 2.3164E-15
  1.8722E-15 1.4962E-15 1.1823E-15 9.2378E-16 7.1400E-16 5.4614E-16 4.1367E-16
  3.1050E-16 2.3114E-16 1.7081E-16 1.2547E-16 9.1762E-17 6.6942E-17 4.8804E-17
  3.5607E-17 2.6010E-17 1.9017E-17 1.3904E-17 1.0155E-17 7.4020E-18 5.3806E-18
  3.8992E-18 2.8167E-18 2.0286E-18 1.4570E-18 1.0439E-18 7.4632E-19 5.3261E-19
  3.7954E-19 2.7012E-19 1.9202E-19 1.3641E-19 9.6835E-20 6.8704E-20 4.8726E-20
  3.4545E-20 2.4485E-20 1.7350E-20 1.2293E-20 8.7081E-21 6.1682E-21 4.3687E-21
  3.0941E-21 2.1912E-21 1.5518E-21 1.0990E-21 7.7829E-22 5.5119E-22 3.9038E-22
  2.7650E-22 1.9586E-22 1.3875E-22 9.8309E-23 6.9668E-23 4.9383E-23 3.5014E-23
 30410701.0940 -1.2347E-02  5.1641E-14  4.5987E-14  4.0942E-14  3.6440E-14
  3.2421E-14 2.8832E-14 2.5626E-14 2.2761E-14 2.0198E-14 1.7905E-14 1.5851E-14
  1.4009E-14 1.2356E-14 1.0872E-14 9.5369E-15 8.3361E-15 7.2555E-15 6.2832E-15
  5.4095E-15 4.6260E-15 3.9261E-15 3.3040E-15 2.7548E-15 2.2741E-15 1.8575E-15
  1.5006E-15 1.1987E-15 9.4683E-16 7.3955E-16 5.7142E-16 4.3694E-16 3.3087E-16
  2.4829E-16 1.8479E-16 1.3655E-16 1.0032E-16 7.3429E-17 5.3690E-17 3.9330E-17
  2.8931E-17 2.1390E-17 1.5884E-17 1.1823E-17 8.7999E-18 6.5344E-18 4.8330E-18
  3.5574E-18 2.6049E-18 1.8979E-18 1.3764E-18 9.9407E-19 7.1539E-19 5.1327E-19
  3.6734E-19 2.6235E-19 1.8703E-19 1.3316E-19 9.4697E-20 6.7283E-20 4.7772E-20
  3.3899E-20 2.4043E-20 1.7047E-20 1.2082E-20 8.5620E-21 6.0661E-21 4.2972E-21
  3.0438E-21 2.1558E-21 1.5267E-21 1.0812E-21 7.6564E-22 5.4218E-22 3.8394E-22
  2.7188E-22 1.9254E-22 1.3635E-22 9.6568E-23 6.8397E-23 4.8449E-23 3.4323E-23
 30410701.1040 -1.0001E-02  4.1587E-14  3.7034E-14  3.2972E-14  2.9347E-14
  2.6110E-14 2.3219E-14 2.0637E-14 1.8329E-14 1.6264E-14 1.4416E-14 1.2761E-14
  1.1277E-14 9.9446E-15 8.7482E-15 7.6724E-15 6.7046E-15 5.8336E-15 5.0501E-15
  4.3461E-15 3.7150E-15 3.1515E-15 2.6508E-15 2.2091E-15 1.8226E-15 1.4880E-15
  1.2015E-15 9.5940E-16 7.5746E-16 5.9141E-16 4.5679E-16 3.4918E-16 2.6434E-16
  1.9832E-16 1.4757E-16 1.0905E-16 8.0185E-17 5.8897E-17 4.3504E-17 3.2604E-17
  2.4983E-17 1.9610E-17 1.5680E-17 1.2643E-17 1.0177E-17 8.1171E-18 6.3890E-18
  4.9559E-18 3.7896E-18 2.8602E-18 2.1342E-18 1.5770E-18 1.1559E-18 8.4154E-19
  6.0933E-19 4.3923E-19 3.1544E-19 2.2591E-19 1.6141E-19 1.1511E-19 8.1970E-20
  5.8302E-20 4.1428E-20 2.9416E-20 2.0875E-20 1.4806E-20 1.0498E-20 7.4410E-21
  5.2730E-21 3.7360E-21 2.6466E-21 1.8747E-21 1.3278E-21 9.4043E-22 6.6603E-22
  4.7169E-22 3.3406E-22 2.3659E-22 1.6757E-22 1.1869E-22 8.4077E-23 5.9565E-23
 30500701.0650 -2.7778E-02  3.8382E-14  3.4159E-14  3.0390E-14  2.7024E-14
  2.4017E-14 2.1329E-14 1.8924E-14 1.6772E-14 1.4844E-14 1.3115E-14 1.1564E-14
  1.0170E-14 8.9162E-15 7.7883E-15 6.7730E-15 5.8595E-15 5.0385E-15 4.3025E-15
  3.6452E-15 3.0613E-15 2.5464E-15 2.0963E-15 1.7070E-15 1.3743E-15 1.0938E-15
  8.6049E-16 6.6933E-16 5.1496E-16 3.9210E-16 2.9567E-16 2.2097E-16 1.6382E-16
  1.2060E-16 8.8348E-17 6.4773E-17 4.8188E-17 3.7180E-17 3.0308E-17 2.6078E-17
  2.3178E-17 2.0704E-17 1.8215E-17 1.5625E-17 1.3030E-17 1.0574E-17 8.3759E-18
  6.4987E-18 4.9547E-18 3.7239E-18 2.7665E-18 2.0363E-18 1.4876E-18 1.0799E-18
  7.8043E-19 5.6187E-19 4.0181E-19 2.8753E-19 2.0536E-19 1.4633E-19 1.0422E-19
  7.4150E-20 5.2720E-20 3.7463E-20 2.6611E-20 1.8897E-20 1.3418E-20 9.5268E-21
  6.7645E-21 4.8040E-21 3.4127E-21 2.4254E-21 1.7247E-21 1.2273E-21 8.7425E-22
  6.2350E-22 4.4537E-22 3.1873E-22 2.2865E-22 1.6452E-22 1.1879E-22 8.6149E-23
 30500701.0750 -2.0408E-02  5.3802E-14  4.7884E-14  4.2601E-14  3.7883E-14
  3.3668E-14 2.9900E-14 2.6530E-14 2.3513E-14 2.0811E-14 1.8387E-14 1.6212E-14
  1.4258E-14 1.2501E-14 1.0920E-14 9.4967E-15 8.2160E-15 7.0650E-15 6.0330E-15
  5.1113E-15 4.2926E-15 3.5705E-15 2.9393E-15 2.3933E-15 1.9268E-15 1.5334E-15
