   j      e(j)         levid         stwt


  2.7259E-15 2.2443E-15 1.8290E-15 1.4747E-15 1.1763E-15 9.2818E-16 7.2461E-16
  5.5990E-16 4.2873E-16 3.2655E-16 2.4966E-16 1.9456E-16 1.5707E-16 1.3219E-16
  1.1493E-16 1.0129E-16 8.8783E-17 7.6448E-17 6.4273E-17 5.2679E-17 4.2166E-17
  3.3041E-17 2.5414E-17 1.9249E-17 1.4396E-17 1.0658E-17 7.8258E-18 5.7050E-18
  4.1385E-18 2.9897E-18 2.1378E-18 1.5333E-18 1.0974E-18 7.8286E-19 5.5843E-19
  3.9793E-19 2.8334E-19 2.0163E-19 1.4343E-19 1.0201E-19 7.2548E-20 5.1600E-20
  3.6709E-20 2.6127E-20 1.8606E-20 1.3262E-20 9.4622E-21 6.7606E-21 4.8388E-21
  3.4707E-21 2.4962E-21 1.8011E-21 1.3049E-21 9.4999E-22 6.9558E-22 5.1279E-22
 50300701.1030 -1.0003E-02  5.7906E-14  5.1584E-14  4.5945E-14  4.0915E-14
  3.6428E-14 3.2423E-14 2.8849E-14 2.5658E-14 2.2808E-14 2.0260E-14 1.7983E-14
  1.5945E-14 1.4120E-14 1.2485E-14 1.1018E-14 9.7018E-15 8.5188E-15 7.4554E-15
  6.4992E-15 5.6396E-15 4.8678E-15 4.1760E-15 3.5578E-15 3.0080E-15 2.5217E-15
  2.0947E-15 1.7232E-15 1.4031E-15 1.1305E-15 9.0110E-16 7.1056E-16 5.5440E-16
  4.2820E-16 3.2793E-16 2.5053E-16 1.9428E-16 1.5848E-16 1.4199E-16 1.4135E-16
  1.5005E-16 1.6020E-16 1.6528E-16 1.6210E-16 1.5080E-16 1.3364E-16 1.1357E-16
  9.3184E-17 7.4274E-17 5.7826E-17 4.4174E-17 3.3236E-17 2.4702E-17 1.8179E-17
  1.3276E-17 9.6362E-18 6.9485E-18 4.9975E-18 3.5831E-18 2.5618E-18 1.8285E-18
  1.3030E-18 9.2745E-19 6.5949E-19 4.6860E-19 3.3277E-19 2.3621E-19 1.6762E-19
  1.1892E-19 8.4364E-20 5.9846E-20 4.2457E-20 3.0125E-20 2.1380E-20 1.5180E-20
  1.0783E-20 7.6644E-21 5.4523E-21 3.8829E-21 2.7689E-21 1.9777E-21 1.4156E-21
 50410701.0540 -4.0003E-02  1.2997E-13  1.1574E-13  1.0304E-13  9.1714E-14
  8.1603E-14 7.2574E-14 6.4509E-14 5.7300E-14 5.0853E-14 4.5084E-14 3.9917E-14
  3.5284E-14 3.1128E-14 2.7394E-14 2.4038E-14 2.1019E-14 1.8302E-14 1.5858E-14
  1.3661E-14 1.1691E-14 9.9297E-15 8.3637E-15 6.9802E-15 5.7680E-15 4.7164E-15
  3.8145E-15 3.0505E-15 2.4120E-15 1.8859E-15 1.4586E-15 1.1164E-15 8.4605E-16
  6.3539E-16 4.7335E-16 3.5048E-16 2.5886E-16 1.9179E-16 1.4342E-16 1.0868E-16
  8.3426E-17 6.4596E-17 5.0141E-17 3.8812E-17 2.9841E-17 2.2732E-17 1.7160E-17
  1.2836E-17 9.5152E-18 7.0022E-18 5.1209E-18 3.7282E-18 2.7033E-18 1.9517E-18
  1.4069E-18 1.0124E-18 7.1580E-19 5.1231E-19 3.6631E-19 2.6078E-19 1.8609E-19
  1.3274E-19 9.4661E-20 6.7506E-20 4.8147E-20 3.4349E-20 2.4517E-20 1.7513E-20
  1.2521E-20 8.9629E-21 6.4261E-21 4.6163E-21 3.3244E-21 2.4012E-21 1.7408E-21
  1.2676E-21 9.2801E-22 6.8358E-22 5.0736E-22 3.7975E-22 2.8694E-22 2.1914E-22
 50410701.0640 -2.7780E-02  1.4809E-13  1.3187E-13  1.1741E-13  1.0450E-13
  9.2976E-14 8.2687E-14 7.3497E-14 6.5284E-14 5.7940E-14 5.1367E-14 4.5481E-14
  4.0204E-14 3.5469E-14 3.1217E-14 2.7394E-14 2.3954E-14 2.0859E-14 1.8074E-14
  1.5570E-14 1.3325E-14 1.1318E-14 9.5333E-15 7.9562E-15 6.5743E-15 5.3755E-15
  4.3472E-15 3.4762E-15 2.7484E-15 2.1487E-15 1.6617E-15 1.2716E-15 9.6363E-16
  7.2364E-16 5.3919E-16 3.9973E-16 2.9657E-16 2.2230E-16 1.7003E-16 1.3334E-16
  1.0684E-16 8.6584E-17 7.0185E-17 5.6418E-17 4.4749E-17 3.4954E-17 2.6895E-17
  2.0408E-17 1.5296E-17 1.1345E-17 8.3421E-18 6.0905E-18 4.4208E-18 3.1931E-18
  2.2979E-18 1.6488E-18 1.1771E-18 8.4054E-19 5.9926E-19 4.2647E-19 3.0335E-19
  2.1560E-19 1.5315E-19 1.0873E-19 7.7174E-20 5.4763E-20 3.8854E-20 2.7565E-20
  1.9557E-20 1.3876E-20 9.8478E-21 6.9907E-21 4.9645E-21 3.5274E-21 2.5080E-21
  1.7847E-21 1.2714E-21 9.0696E-22 6.4810E-22 4.6410E-22 3.3320E-22 2.3998E-22
 50410701.0740 -2.0410E-02  1.3027E-13  1.1601E-13  1.0328E-13  9.1926E-14
  8.1790E-14 7.2740E-14 6.4655E-14 5.7430E-14 5.0969E-14 4.5186E-14 4.0008E-14
  3.5366E-14 3.1200E-14 2.7459E-14 2.4095E-14 2.1069E-14 1.8345E-14 1.5895E-14
  1.3692E-14 1.1716E-14 9.9504E-15 8.3798E-15 6.9923E-15 5.7767E-15 4.7222E-15
  3.8180E-15 3.0523E-15 2.4127E-15 1.8858E-15 1.4580E-15 1.1155E-15 8.4518E-16
  6.3453E-16 4.7248E-16 3.4932E-16 2.5687E-16 1.8831E-16 1.3801E-16 1.0135E-16
  7.4663E-17 5.5157E-17 4.0804E-17 3.0171E-17 2.2260E-17 1.6366E-17 1.1983E-17
  8.7356E-18 6.3405E-18 4.5840E-18 3.3025E-18 2.3722E-18 1.6996E-18 1.2150E-18
  8.6716E-19 6.1802E-19 4.3928E-19 3.1234E-19 2.2192E-19 1.5752E-19 1.1179E-19
  7.9306E-20 5.6244E-20 3.9880E-20 2.8273E-20 2.0042E-20 1.4206E-20 1.0070E-20
  7.1378E-21 5.0600E-21 3.5875E-21 2.5440E-21 1.8045E-21 1.2804E-21 9.0886E-22
  6.4550E-22 4.5879E-22 3.2636E-22 2.3241E-22 1.6574E-22 1.1839E-22 8.4747E-23
 50410701.0840 -1.5626E-02  1.0683E-13  9.5137E-14  8.4702E-14  7.5389E-14
  6.7076E-14 5.9653E-14 5.3022E-14 4.7096E-14 4.1796E-14 3.7053E-14 3.2805E-14
  2.8997E-14 2.5580E-14 2.2510E-14 1.9751E-14 1.7268E-14 1.5033E-14 1.3023E-14
  1.1216E-14 9.5948E-15 8.1464E-15 6.8585E-15 5.7210E-15 4.7247E-15 3.8609E-15
  3.1205E-15 2.4938E-15 1.9706E-15 1.5398E-15 1.1901E-15 9.1032E-16 6.8952E-16
  5.1756E-16 3.8530E-16 2.8481E-16 2.0940E-16 1.5349E-16 1.1249E-16 8.2635E-17
  6.0933E-17 4.5094E-17 3.3445E-17 2.4809E-17 1.8369E-17 1.3554E-17 9.9585E-18
  7.2823E-18 5.3004E-18 3.8411E-18 2.7727E-18 1.9947E-18 1.4308E-18 1.0238E-18
  7.3116E-19 5.2130E-19 3.7100E-19 2.6385E-19 1.8748E-19 1.3311E-19 9.4459E-20
  6.7002E-20 4.7509E-20 3.3678E-20 2.3868E-20 1.6913E-20 1.1983E-20 8.4891E-21
  6.0137E-21 4.2599E-21 3.0176E-21 2.1377E-21 1.5144E-21 1.0729E-21 7.6020E-22
  5.3872E-22 3.8185E-22 2.7072E-22 1.9200E-22 1.3623E-22 9.6703E-23 6.8692E-23
 50410701.0940 -1.2347E-02  8.6068E-14  7.6644E-14  6.8237E-14  6.0733E-14
  5.4035E-14 4.8054E-14 4.2711E-14 3.7935E-14 3.3664E-14 2.9842E-14 2.6418E-14
  2.3349E-14 2.0594E-14 1.8120E-14 1.5896E-14 1.3894E-14 1.2093E-14 1.0473E-14
  9.0162E-15 7.7105E-15 6.5439E-15 5.5070E-15 4.5917E-15 3.7904E-15 3.0960E-15
  2.5012E-15 1.9981E-15 1.5782E-15 1.2327E-15 9.5244E-16 7.2831E-16 5.5150E-16
  4.1386E-16 3.0803E-16 2.2762E-16 1.6725E-16 1.2246E-16 8.9603E-17 6.5706E-17
  4.8398E-17 3.5834E-17 2.6646E-17 1.9856E-17 1.4791E-17 1.0990E-17 8.1317E-18
  5.9867E-18 4.3844E-18 3.1946E-18 2.3168E-18 1.6733E-18 1.2042E-18 8.6398E-19
  6.1833E-19 4.4161E-19 3.1479E-19 2.2413E-19 1.5939E-19 1.1325E-19 8.0412E-20
  5.7062E-20 4.0473E-20 2.8697E-20 2.0341E-20 1.4415E-20 1.0214E-20 7.2358E-21
  5.1256E-21 3.6306E-21 2.5715E-21 1.8213E-21 1.2900E-21 9.1367E-22 6.4716E-22
  4.5841E-22 3.2475E-22 2.3008E-22 1.6304E-22 1.1556E-22 8.1923E-23 5.8098E-23
 50410701.1040 -1.0001E-02  6.9319E-14  6.1733E-14  5.4963E-14  4.8921E-14
  4.3527E-14 3.8709E-14 3.4405E-14 3.0557E-14 2.7115E-14 2.4034E-14 2.1274E-14
  1.8800E-14 1.6579E-14 1.4584E-14 1.2791E-14 1.1177E-14 9.7247E-15 8.4184E-15
  7.2447E-15 6.1927E-15 5.2532E-15 4.4186E-15 3.6823E-15 3.0381E-15 2.4803E-15
  2.0028E-15 1.5992E-15 1.2626E-15 9.8580E-16 7.6141E-16 5.8204E-16 4.4062E-16
  3.3057E-16 2.4599E-16 1.8179E-16 1.3369E-16 9.8208E-17 7.2517E-17 5.4251E-17
  4.1391E-17 3.2254E-17 2.5548E-17 2.0389E-17 1.6249E-17 1.2845E-17 1.0035E-17
  7.7355E-18 5.8855E-18 4.4243E-18 3.2907E-18 2.4255E-18 1.7742E-18 1.2897E-18
  9.3264E-19 6.7162E-19 4.8195E-19 3.4494E-19 2.4634E-19 1.7561E-19 1.2501E-19
  8.8896E-20 6.3157E-20 4.4838E-20 3.1815E-20 2.2564E-20 1.5997E-20 1.1339E-20
  8.0350E-21 5.6928E-21 4.0329E-21 2.8567E-21 2.0234E-21 1.4331E-21 1.0150E-21
  7.1892E-22 5.0920E-22 3.6068E-22 2.5550E-22 1.8101E-22 1.2825E-22 9.0892E-23
 50500701.0650 -2.7778E-02  6.3970E-14  5.6932E-14  5.0651E-14  4.5041E-14
  4.0028E-14 3.5548E-14 3.1541E-14 2.7953E-14 2.4740E-14 2.1859E-14 1.9273E-14
  1.6950E-14 1.4860E-14 1.2981E-14 1.1288E-14 9.7658E-15 8.3976E-15 7.1709E-15
  6.0753E-15 5.1022E-15 4.2439E-15 3.4938E-15 2.8449E-15 2.2905E-15 1.8229E-15
  1.4342E-15 1.1156E-15 8.5828E-16 6.5350E-16 4.9278E-16 3.6829E-16 2.7304E-16
  2.0100E-16 1.4723E-16 1.0788E-16 8.0114E-17 6.1545E-17 4.9801E-17 4.2459E-17
  3.7399E-17 3.3159E-17 2.9010E-17 2.4785E-17 2.0609E-17 1.6690E-17 1.3202E-17
  1.0232E-17 7.7951E-18 5.8555E-18 4.3483E-18 3.1996E-18 2.3369E-18 1.6963E-18
  1.2257E-18 8.8239E-19 6.3090E-19 4.5146E-19 3.2244E-19 2.2975E-19 1.6363E-19
  1.1642E-19 8.2779E-20 5.8826E-20 4.1788E-20 2.9677E-20 2.1073E-20 1.4963E-20
  1.0626E-20 7.5471E-21 5.3621E-21 3.8114E-21 2.7108E-21 1.9295E-21 1.3748E-21
  9.8080E-22 7.0087E-22 5.0182E-22 3.6021E-22 2.5935E-22 1.8742E-22 1.3606E-22
 50500701.0750 -2.0408E-02  8.9671E-14  7.9807E-14  7.1002E-14  6.3138E-14
  5.6113E-14 4.9833E-14 4.4216E-14 3.9188E-14 3.4684E-14 3.0646E-14 2.7021E-14
  2.3764E-14 2.0836E-14 1.8200E-14 1.5828E-14 1.3693E-14 1.1775E-14 1.0055E-14
  8.5188E-15 7.1543E-15 5.9508E-15 4.8988E-15 3.9889E-15 3.2113E-15 2.5557E-15
  2.0105E-15 1.5637E-15 1.2030E-15 9.1592E-16 6.9060E-16 5.1610E-16 3.8259E-16
  2.8160E-16 2.0597E-16 1.4990E-16 1.0873E-16 7.8823E-17 5.7303E-17 4.1923E-17
  3.0937E-17 2.3033E-17 1.7263E-17 1.2985E-17 9.7671E-18 7.3233E-18 5.4656E-18
  4.0557E-18 2.9902E-18 2.1918E-18 1.5982E-18 1.1605E-18 8.3945E-19 6.0492E-19
  4.3508E-19 3.1232E-19 2.2154E-19 1.5829E-19 1.1298E-19 8.0389E-20 5.7269E-20
  4.0778E-20 2.9025E-20 2.0657E-20 1.4701E-20 1.0464E-20 7.4495E-21 5.3058E-21
  3.7812E-21 2.6968E-21 1.9254E-21 1.3765E-21 9.8570E-22 7.0732E-22 5.0886E-22
  3.6724E-22 2.6607E-22 1.9365E-22 1.4174E-22 1.0442E-22 7.7521E-23 5.8057E-23
 50500701.0850 -1.5625E-02  9.0939E-14  8.0938E-14  7.2010E-14  6.4037E-14
  5.6913E-14 5.0544E-14 4.4848E-14 3.9749E-14 3.5181E-14 3.1085E-14 2.7409E-14
  2.4106E-14 2.1135E-14 1.8461E-14 1.6055E-14 1.3889E-14 1.1943E-14 1.0198E-14
  8.6390E-15 7.2545E-15 6.0335E-15 4.9663E-15 4.0433E-15 3.2547E-15 2.5898E-15
  2.0370E-15 1.5842E-15 1.2185E-15 9.2763E-16 6.9935E-16 5.2258E-16 3.8736E-16
  2.8508E-16 2.0851E-16 1.5175E-16 1.1011E-16 7.9923E-17 5.8297E-17 4.2951E-17
  3.2082E-17 2.4304E-17 1.8615E-17 1.4337E-17 1.1041E-17 8.4629E-18 6.4396E-18
  4.8577E-18 3.6310E-18 2.6914E-18 1.9800E-18 1.4475E-18 1.0525E-18 7.6150E-19
  5.4914E-19 3.9485E-19 2.8145E-19 2.0128E-19 1.4372E-19 1.0236E-19 7.2905E-20
  5.1888E-20 3.6909E-20 2.6244E-20 1.8656E-20 1.3260E-20 9.4250E-21 6.7001E-21
  4.7643E-21 3.3892E-21 2.4124E-21 1.7185E-21 1.2254E-21 8.7498E-22 6.2576E-22
  4.4843E-22 3.2218E-22 2.3218E-22 1.6796E-22 1.2206E-22 8.9190E-23 6.5596E-23
 50500701.0950 -1.2346E-02  8.2632E-14  7.3546E-14  6.5433E-14  5.8188E-14
  5.1715E-14 4.5928E-14 4.0751E-14 3.6117E-14 3.1965E-14 2.8242E-14 2.4901E-14
  2.1899E-14 1.9199E-14 1.6769E-14 1.4581E-14 1.2613E-14 1.0844E-14 9.2584E-15
  7.8421E-15 6.5842E-15 5.4750E-15 4.5056E-15 3.6675E-15 2.9516E-15 2.3481E-15
  1.8465E-15 1.4357E-15 1.1042E-15 8.4040E-16 6.3349E-16 4.7330E-16 3.5079E-16
  2.5814E-16 1.8877E-16 1.3734E-16 9.9568E-17 7.2176E-17 5.2645E-17 3.8999E-17
  2.9601E-17 2.3092E-17 1.8419E-17 1.4861E-17 1.1993E-17 9.5976E-18 7.5821E-18
  5.9023E-18 4.5273E-18 3.4264E-18 2.5629E-18 1.8983E-18 1.3943E-18 1.0169E-18
  7.3773E-19 5.3280E-19 3.8207E-19 2.7398E-19 1.9601E-19 1.3986E-19 9.9709E-20
  7.1001E-20 5.0513E-20 3.5912E-20 2.5518E-20 1.8126E-20 1.2872E-20 9.1401E-21
  6.4901E-21 4.6090E-21 3.2738E-21 2.3263E-21 1.6539E-21 1.1766E-21 8.3781E-22
  5.9724E-22 4.2637E-22 3.0492E-22 2.1856E-22 1.5709E-22 1.1328E-22 8.2032E-23
 50500701.1050 -1.0000E-02  7.1822E-14  6.3925E-14  5.6875E-14  5.0578E-14
  4.4951E-14 3.9920E-14 3.5420E-14 3.1391E-14 2.7782E-14 2.4545E-14 2.1640E-14
  1.9029E-14 1.6681E-14 1.4568E-14 1.2666E-14 1.0955E-14 9.4167E-15 8.0379E-15
  6.8067E-15 5.7135E-15 4.7497E-15 3.9077E-15 3.1799E-15 2.5585E-15 2.0348E-15
  1.5998E-15 1.2436E-15 9.5617E-16 7.2762E-16 5.4838E-16 4.0965E-16 3.0357E-16
  2.2336E-16 1.6334E-16 1.1887E-16 8.6401E-17 6.3416E-17 4.8170E-17 3.9154E-17
  3.4608E-17 3.2551E-17 3.1225E-17 2.9503E-17 2.6966E-17 2.3719E-17 2.0105E-17
  1.6492E-17 1.3155E-17 1.0253E-17 7.8410E-18 5.9052E-18 4.3926E-18 3.2350E-18
  2.3636E-18 1.7161E-18 1.2386E-18 8.9104E-19 6.3892E-19 4.5689E-19 3.2610E-19
  2.3237E-19 1.6538E-19 1.1758E-19 8.3526E-20 5.9300E-20 4.2080E-20 2.9850E-20
  2.1169E-20 1.5009E-20 1.0641E-20 7.5436E-21 5.3479E-21 3.7916E-21 2.6885E-21
  1.9068E-21 1.3528E-21 9.6015E-22 6.8182E-22 4.8450E-22 3.4458E-22 2.4533E-22
 50610701.0760 -2.0408E-02  3.1938E-14  2.8404E-14  2.5247E-14  2.2425E-14
  1.9901E-14 1.7641E-14 1.5616E-14 1.3801E-14 1.2171E-14 1.0707E-14 9.3900E-15
  8.2047E-15 7.1376E-15 6.1771E-15 5.3136E-15 4.5390E-15 3.8468E-15 3.2314E-15
  2.6882E-15 2.2131E-15 1.8018E-15 1.4501E-15 1.1535E-15 9.0681E-16 7.0471E-16
  5.4160E-16 4.1190E-16 3.1020E-16 2.3154E-16 1.7144E-16 1.2603E-16 9.2076E-17
  6.6907E-17 4.8395E-17 3.4873E-17 2.5055E-17 1.7966E-17 1.2871E-17 9.2216E-18
  6.6113E-18 4.7443E-18 3.4069E-18 2.4476E-18 1.7584E-18 1.2624E-18 9.0579E-19
  6.4938E-19 4.6488E-19 3.3247E-19 2.3756E-19 1.6969E-19 1.2116E-19 8.6401E-20
  6.1648E-20 4.3988E-20 3.0969E-20 2.2045E-20 1.5692E-20 1.1135E-20 7.9217E-21
  5.6357E-21 4.0098E-21 2.8537E-21 2.0316E-21 1.4468E-21 1.0310E-21 7.3520E-22
  5.2473E-22 3.7494E-22 2.6829E-22 1.9231E-22 1.3815E-22 9.9506E-23 7.1906E-23
  5.2167E-23 3.8030E-23 2.7878E-23 2.0577E-23 1.5306E-23 1.1486E-23 8.7066E-24
 50610701.0860 -1.5625E-02  5.3242E-14  4.7351E-14  4.2087E-14  3.7382E-14
  3.3173E-14 2.9405E-14 2.6029E-14 2.3002E-14 2.0286E-14 1.7845E-14 1.5650E-14
  1.3674E-14 1.1896E-14 1.0295E-14 8.8558E-15 7.5649E-15 6.4112E-15 5.3855E-15
  4.4803E-15 3.6883E-15 3.0028E-15 2.4167E-15 1.9223E-15 1.5111E-15 1.1743E-15
  9.0245E-16 6.8629E-16 5.1683E-16 3.8575E-16 2.8561E-16 2.0996E-16 1.5339E-16
  1.1145E-16 8.0616E-17 5.8090E-17 4.1737E-17 2.9932E-17 2.1451E-17 1.5379E-17
  1.1038E-17 7.9348E-18 5.7108E-18 4.1135E-18 2.9634E-18 2.1335E-18 1.5348E-18
  1.1029E-18 7.9111E-19 5.6671E-19 4.0544E-19 2.8986E-19 2.0705E-19 1.4770E-19
  1.0538E-19 7.5163E-20 5.3021E-20 3.7730E-20 2.6844E-20 1.9050E-20 1.3545E-20
  9.6299E-21 6.8468E-21 4.8688E-21 3.4630E-21 2.4638E-21 1.7537E-21 1.2490E-21
  8.9013E-22 6.3498E-22 4.5349E-22 3.2435E-22 2.3240E-22 1.6689E-22 1.2018E-22
  8.6827E-23 6.2992E-23 4.5918E-23 3.3673E-23 2.4862E-23 1.8502E-23 1.3895E-23
 50610701.0960 -1.2346E-02  6.1183E-14  5.4415E-14  4.8367E-14  4.2960E-14
  3.8124E-14 3.3794E-14 2.9915E-14 2.6437E-14 2.3315E-14 2.0510E-14 1.7987E-14
  1.5717E-14 1.3673E-14 1.1833E-14 1.0178E-14 8.6946E-15 7.3683E-15 6.1893E-15
  5.1486E-15 4.2382E-15 3.4502E-15 2.7765E-15 2.2083E-15 1.7358E-15 1.3488E-15
  1.0364E-15 7.8813E-16 5.9347E-16 4.4292E-16 3.2792E-16 2.4105E-16 1.7609E-16
  1.2794E-16 9.2538E-17 6.6673E-17 4.7888E-17 3.4317E-17 2.4560E-17 1.7575E-17
  1.2588E-17 9.0331E-18 6.4954E-18 4.6795E-18 3.3752E-18 2.4347E-18 1.7558E-18
  1.2649E-18 9.0972E-19 6.5323E-19 4.6831E-19 3.3538E-19 2.3989E-19 1.7131E-19
  1.2231E-19 8.7278E-20 6.1668E-20 4.3894E-20 3.1233E-20 2.2171E-20 1.5762E-20
  1.1204E-20 7.9640E-21 5.6613E-21 4.0249E-21 2.8621E-21 2.0360E-21 1.4490E-21
  1.0319E-21 7.3541E-22 5.2465E-22 3.7477E-22 2.6812E-22 1.9220E-22 1.3811E-22
  9.9539E-23 7.2004E-23 5.2309E-23 3.8206E-23 2.8079E-23 2.0787E-23 1.5519E-23
 50610701.1060 -1.0000E-02  6.1037E-14  5.4286E-14  4.8254E-14  4.2861E-14
  3.8036E-14 3.3717E-14 2.9846E-14 2.6376E-14 2.3260E-14 2.0461E-14 1.7944E-14
  1.5678E-14 1.3638E-14 1.1802E-14 1.0152E-14 8.6709E-15 7.3476E-15 6.1712E-15
  5.1329E-15 4.2248E-15 3.4388E-15 2.7670E-15 2.2004E-15 1.7294E-15 1.3436E-15
  1.0323E-15 7.8491E-16 5.9099E-16 4.4103E-16 3.2649E-16 2.3998E-16 1.7530E-16
  1.2736E-16 9.2114E-17 6.6368E-17 4.7680E-17 3.4205E-17 2.4569E-17 1.7741E-17
  1.2936E-17 9.5546E-18 7.1467E-18 5.3967E-18 4.0939E-18 3.1045E-18 2.3451E-18
  1.7607E-18 1.3121E-18 9.7074E-19 7.1330E-19 5.2106E-19 3.7865E-19 2.7385E-19
  1.9741E-19 1.4188E-19 1.0121E-19 7.2360E-20 5.1654E-20 3.6784E-20 2.6193E-20
  1.8637E-20 1.3252E-20 9.4194E-21 6.6933E-21 4.7552E-21 3.3783E-21 2.4002E-21
  1.7057E-21 1.2125E-21 8.6230E-22 6.1365E-22 4.3707E-22 3.1163E-22 2.2249E-22
  1.5912E-22 1.1405E-22 8.1953E-23 5.9083E-23 4.2762E-23 3.1095E-23 2.2740E-23
 50700701.0870 -1.5625E-02  1.6117E-14  1.4320E-14  1.2713E-14  1.1274E-14
  9.9852E-15 8.8299E-15 7.7930E-15 6.8617E-15 6.0242E-15 5.2706E-15 4.5921E-15
  3.9811E-15 3.4315E-15 2.9378E-15 2.4960E-15 2.1023E-15 1.7538E-15 1.4480E-15
  1.1824E-15 9.5436E-16 7.6123E-16 5.9998E-16 4.6736E-16 3.5995E-16 2.7425E-16
  2.0686E-16 1.5461E-16 1.1460E-16 8.4319E-17 6.1644E-17 4.4818E-17 3.2431E-17
  2.3374E-17 1.6790E-17 1.2028E-17 8.5981E-18 6.1363E-18 4.3746E-18 3.1167E-18
  2.2200E-18 1.5811E-18 1.1259E-18 8.0170E-19 5.7067E-19 4.0606E-19 2.8879E-19
  2.0528E-19 1.4584E-19 1.0355E-19 7.3497E-20 5.2143E-20 3.6980E-20 2.6218E-20
  1.8584E-20 1.3170E-20 9.3290E-21 6.6088E-21 4.6813E-21 3.3154E-21 2.3481E-21
  1.6628E-21 1.1775E-21 8.3383E-22 5.9044E-22 4.1809E-22 2.9604E-22 2.0962E-22
  1.4843E-22 1.0511E-22 7.4428E-23 5.2706E-23 3.7325E-23 2.6434E-23 1.8722E-23
  1.3262E-23 9.3949E-24 6.6565E-24 4.7172E-24 3.3437E-24 2.3709E-24 1.6817E-24
 50700701.0970 -1.2346E-02  3.1142E-14  2.7670E-14  2.4565E-14  2.1786E-14
  1.9297E-14 1.7065E-14 1.5061E-14 1.3261E-14 1.1643E-14 1.0187E-14 8.8754E-15
  7.6946E-15 6.6323E-15 5.6782E-15 4.8242E-15 4.0633E-15 3.3898E-15 2.7987E-15
  2.2852E-15 1.8445E-15 1.4712E-15 1.1595E-15 9.0322E-16 6.9560E-16 5.2997E-16
  3.9974E-16 2.9875E-16 2.2143E-16 1.6292E-16 1.1911E-16 8.6595E-17 6.2660E-17
  4.5160E-17 3.2440E-17 2.3238E-17 1.6610E-17 1.1851E-17 8.4450E-18 6.0125E-18
  4.2784E-18 3.0436E-18 2.1650E-18 1.5398E-18 1.0950E-18 7.7849E-19 5.5330E-19
  3.9309E-19 2.7916E-19 1.9817E-19 1.4062E-19 9.9745E-20 7.0731E-20 5.0142E-20
  3.5538E-20 2.5183E-20 1.7839E-20 1.2637E-20 8.9509E-21 6.3392E-21 4.4894E-21
  3.1792E-21 2.2513E-21 1.5942E-21 1.1288E-21 7.9931E-22 5.6597E-22 4.0075E-22
  2.8377E-22 2.0093E-22 1.4228E-22 1.0075E-22 7.1349E-23 5.0529E-23 3.5786E-23
  2.5348E-23 1.7956E-23 1.2721E-23 9.0142E-24 6.3889E-24 4.5294E-24 3.2123E-24
 50700701.1070 -1.0000E-02  4.0008E-14  3.5549E-14  3.1560E-14  2.7990E-14
  2.4791E-14 2.1923E-14 1.9349E-14 1.7037E-14 1.4958E-14 1.3086E-14 1.1402E-14
  9.8845E-15 8.5196E-15 7.2939E-15 6.1967E-15 5.2191E-15 4.3539E-15 3.5945E-15
  2.9349E-15 2.3687E-15 1.8892E-15 1.4889E-15 1.1597E-15 8.9309E-16 6.8039E-16
  5.1317E-16 3.8351E-16 2.8424E-16 2.0913E-16 1.5288E-16 1.1115E-16 8.0422E-17
  5.7961E-17 4.1634E-17 2.9825E-17 2.1318E-17 1.5213E-17 1.0846E-17 7.7316E-18
  5.5148E-18 3.9384E-18 2.8167E-18 2.0170E-18 1.4455E-18 1.0361E-18 7.4241E-19
  5.3152E-19 3.8012E-19 2.7151E-19 1.9370E-19 1.3802E-19 9.8247E-20 6.9869E-20
  4.9648E-20 3.5256E-20 2.5017E-20 1.7746E-20 1.2584E-20 8.9201E-21 6.3217E-21
  4.4793E-21 3.1734E-21 2.2479E-21 1.5922E-21 1.1276E-21 7.9858E-22 5.6553E-22
  4.0048E-22 2.8359E-22 2.0082E-22 1.4221E-22 1.0071E-22 7.1319E-23 5.0509E-23
  3.5774E-23 2.5340E-23 1.7951E-23 1.2718E-23 9.0125E-24 6.3881E-24 4.5292E-24
 50810701.0980 -1.2346E-02  8.1908E-15  7.2690E-15  6.4435E-15  5.7035E-15
  5.0397E-15 4.4434E-15 3.9075E-15 3.4253E-15 2.9911E-15 2.6001E-15 2.2480E-15
  1.9315E-15 1.6475E-15 1.3937E-15 1.1683E-15 9.6947E-16 7.9580E-16 6.4579E-16
  5.1786E-16 4.1031E-16 3.2121E-16 2.4855E-16 1.9019E-16 1.4401E-16 1.0800E-16
  8.0295E-17 5.9233E-17 4.3399E-17 3.1611E-17 2.2909E-17 1.6532E-17 1.1888E-17
  8.5231E-18 6.0958E-18 4.3512E-18 3.1008E-18 2.2069E-18 1.5690E-18 1.1145E-18
  7.9120E-19 5.6137E-19 3.9813E-19 2.8227E-19 2.0008E-19 1.4178E-19 1.0046E-19
  7.1167E-20 5.0410E-20 3.5704E-20 2.5286E-20 1.7907E-20 1.2680E-20 8.9788E-21
  6.3577E-21 4.5015E-21 3.1870E-21 2.2565E-21 1.5976E-21 1.1311E-21 8.0079E-22
  5.6695E-22 4.0139E-22 2.8417E-22 2.0119E-22 1.4244E-22 1.0084E-22 7.1394E-23
  5.0545E-23 3.5785E-23 2.5336E-23 1.7937E-23 1.2700E-23 8.9917E-24 6.3664E-24
  4.5077E-24 3.1918E-24 2.2601E-24 1.6005E-24 1.1334E-24 8.0275E-25 5.6860E-25
